full_name,ros_distro,n_packages_in_distro,repo_url_normalized,host
ros-perception/image_transport_plugins,humble,4,https://github.com/ros-perception/image_transport_plugins,github.com
ros-perception/imu_pipeline,humble,3,https://github.com/ros-perception/imu_pipeline,github.com
ros-perception/laser_filters,humble,1,https://github.com/ros-perception/laser_filters,github.com
ros-perception/laser_geometry,humble,1,https://github.com/ros-perception/laser_geometry,github.com
ros-perception/laser_proc,humble,1,https://github.com/ros-perception/laser_proc,github.com
ros-perception/pcl_msgs,humble,1,https://github.com/ros-perception/pcl_msgs,github.com
ros-perception/perception_open3d,humble,1,https://github.com/ros-perception/perception_open3d,github.com
ros-perception/perception_pcl,humble,3,https://github.com/ros-perception/perception_pcl,github.com
ros-perception/point_cloud_transport,humble,2,https://github.com/ros-perception/point_cloud_transport,github.com
ros-perception/point_cloud_transport_plugins,humble,5,https://github.com/ros-perception/point_cloud_transport_plugins,github.com
ros-perception/pointcloud_to_laserscan,humble,1,https://github.com/ros-perception/pointcloud_to_laserscan,github.com
ros-perception/vision_msgs,humble,2,https://github.com/ros-perception/vision_msgs,github.com
ros-perception/vision_opencv,humble,4,https://github.com/ros-perception/vision_opencv,github.com
ros-planning/geometric_shapes,humble,1,https://github.com/ros-planning/geometric_shapes,github.com
ros-planning/moveit2,humble,41,https://github.com/ros-planning/moveit2,github.com
ros-planning/moveit_msgs,humble,1,https://github.com/ros-planning/moveit_msgs,github.com
ros-planning/moveit_resources,humble,7,https://github.com/ros-planning/moveit_resources,github.com
ros-planning/moveit_visual_tools,humble,1,https://github.com/ros-planning/moveit_visual_tools,github.com
ros-planning/navigation2,humble,40,https://github.com/ros-planning/navigation2,github.com
ros-planning/navigation_msgs,humble,1,https://github.com/ros-planning/navigation_msgs,github.com
ros-planning/py_binding_tools,humble,1,https://github.com/ros-planning/py_binding_tools,github.com
ros-planning/random_numbers,humble,1,https://github.com/ros-planning/random_numbers,github.com
ros-planning/srdfdom,humble,1,https://github.com/ros-planning/srdfdom,github.com
ros-planning/warehouse_ros,humble,1,https://github.com/ros-planning/warehouse_ros,github.com
ros-planning/warehouse_ros_mongo,humble,1,https://github.com/ros-planning/warehouse_ros_mongo,github.com
ros-planning/warehouse_ros_sqlite,humble,1,https://github.com/ros-planning/warehouse_ros_sqlite,github.com
ros-simulation/gazebo_ros2_control,humble,2,https://github.com/ros-simulation/gazebo_ros2_control,github.com
ros-simulation/gazebo_ros_pkgs,humble,5,https://github.com/ros-simulation/gazebo_ros_pkgs,github.com
ros-simulation/simulation_interfaces,humble,1,https://github.com/ros-simulation/simulation_interfaces,github.com
ros-sports/game_controller_spl,humble,9,https://github.com/ros-sports/game_controller_spl,github.com
ros-sports/nao_lola,humble,1,https://github.com/ros-sports/nao_lola,github.com
ros-sports/r2r_spl,humble,8,https://github.com/ros-sports/r2r_spl,github.com
ros-sports/rcss3d_agent,humble,3,https://github.com/ros-sports/rcss3d_agent,github.com
ros-sports/ros_image_to_qimage,humble,1,https://github.com/ros-sports/ros_image_to_qimage,github.com
ros-sports/rqt_image_overlay,humble,2,https://github.com/ros-sports/rqt_image_overlay,github.com
ros-sports/soccer_interfaces,humble,4,https://github.com/ros-sports/soccer_interfaces,github.com
ros-sports/vision_msgs_layers,humble,1,https://github.com/ros-sports/vision_msgs_layers,github.com
ros-teleop/teleop_tools,humble,5,https://github.com/ros-teleop/teleop_tools,github.com
ros-teleop/twist_mux,humble,1,https://github.com/ros-teleop/twist_mux,github.com
ros-teleop/twist_mux_msgs,humble,1,https://github.com/ros-teleop/twist_mux_msgs,github.com
ros-tooling/graph-monitor,humble,4,https://github.com/ros-tooling/graph-monitor,github.com
ros-tooling/keyboard_handler,humble,1,https://github.com/ros-tooling/keyboard_handler,github.com
ros-tooling/launch_frontend_py,humble,1,https://github.com/ros-tooling/launch_frontend_py,github.com
ros-tooling/libstatistics_collector,humble,1,https://github.com/ros-tooling/libstatistics_collector,github.com
ros-tooling/rosbag2_broll,humble,2,https://github.com/ros-tooling/rosbag2_broll,github.com
ros-tooling/topic_tools,humble,2,https://github.com/ros-tooling/topic_tools,github.com
ros-tracing/tracetools_analysis,humble,2,https://github.com/ros-tracing/tracetools_analysis,github.com
ros-visualization/interactive_marker_twist_server,humble,1,https://github.com/ros-visualization/interactive_marker_twist_server,github.com
ros-visualization/interactive_markers,humble,1,https://github.com/ros-visualization/interactive_markers,github.com
ros-visualization/python_qt_binding,humble,1,https://github.com/ros-visualization/python_qt_binding,github.com
ros-visualization/qt_gui_core,humble,6,https://github.com/ros-visualization/qt_gui_core,github.com
ros-visualization/rqt,humble,5,https://github.com/ros-visualization/rqt,github.com
ros-visualization/rqt_action,humble,1,https://github.com/ros-visualization/rqt_action,github.com
ros-visualization/rqt_bag,humble,2,https://github.com/ros-visualization/rqt_bag,github.com
ros-visualization/rqt_common_plugins,humble,1,https://github.com/ros-visualization/rqt_common_plugins,github.com
ros-visualization/rqt_console,humble,1,https://github.com/ros-visualization/rqt_console,github.com
ros-visualization/rqt_graph,humble,1,https://github.com/ros-visualization/rqt_graph,github.com
ros-visualization/rqt_image_view,humble,1,https://github.com/ros-visualization/rqt_image_view,github.com
ros-visualization/rqt_moveit,humble,1,https://github.com/ros-visualization/rqt_moveit,github.com
ros-visualization/rqt_msg,humble,1,https://github.com/ros-visualization/rqt_msg,github.com
ros-visualization/rqt_plot,humble,1,https://github.com/ros-visualization/rqt_plot,github.com
ros-visualization/rqt_publisher,humble,1,https://github.com/ros-visualization/rqt_publisher,github.com
ros-visualization/rqt_py_console,humble,1,https://github.com/ros-visualization/rqt_py_console,github.com
ros-visualization/rqt_reconfigure,humble,1,https://github.com/ros-visualization/rqt_reconfigure,github.com
ros-visualization/rqt_robot_dashboard,humble,1,https://github.com/ros-visualization/rqt_robot_dashboard,github.com
ros-visualization/rqt_robot_monitor,humble,1,https://github.com/ros-visualization/rqt_robot_monitor,github.com
ros-visualization/rqt_robot_steering,humble,1,https://github.com/ros-visualization/rqt_robot_steering,github.com
ros-visualization/rqt_runtime_monitor,humble,1,https://github.com/ros-visualization/rqt_runtime_monitor,github.com
ros-visualization/rqt_service_caller,humble,1,https://github.com/ros-visualization/rqt_service_caller,github.com
ros-visualization/rqt_shell,humble,1,https://github.com/ros-visualization/rqt_shell,github.com
ros-visualization/rqt_srv,humble,1,https://github.com/ros-visualization/rqt_srv,github.com
ros-visualization/rqt_tf_tree,humble,1,https://github.com/ros-visualization/rqt_tf_tree,github.com
ros-visualization/rqt_topic,humble,1,https://github.com/ros-visualization/rqt_topic,github.com
ros-visualization/tango_icons_vendor,humble,1,https://github.com/ros-visualization/tango_icons_vendor,github.com
ros/angles,humble,1,https://github.com/ros/angles,github.com
ros/bond_core,humble,6,https://github.com/ros/bond_core,github.com
ros/class_loader,humble,1,https://github.com/ros/class_loader,github.com
ros/diagnostics,humble,6,https://github.com/ros/diagnostics,github.com
ros/eigen_stl_containers,humble,1,https://github.com/ros/eigen_stl_containers,github.com
ros/executive_smach,humble,4,https://github.com/ros/executive_smach,github.com
ros/filters,humble,1,https://github.com/ros/filters,github.com
ros/geometry_tutorials,humble,3,https://github.com/ros/geometry_tutorials,github.com
ros/joint_state_publisher,humble,2,https://github.com/ros/joint_state_publisher,github.com
ros/kdl_parser,humble,1,https://github.com/ros/kdl_parser,github.com
ros/pluginlib,humble,2,https://github.com/ros/pluginlib,github.com
ros/resource_retriever,humble,2,https://github.com/ros/resource_retriever,github.com
ros/robot_state_publisher,humble,1,https://github.com/ros/robot_state_publisher,github.com
ros/ros_environment,humble,1,https://github.com/ros/ros_environment,github.com
ros/ros_tutorials,humble,1,https://github.com/ros/ros_tutorials,github.com
ros/urdf_launch,humble,1,https://github.com/ros/urdf_launch,github.com
ros/urdf_parser_py,humble,1,https://github.com/ros/urdf_parser_py,github.com
ros/urdf_sim_tutorial,humble,1,https://github.com/ros/urdf_sim_tutorial,github.com
ros/urdf_tutorial,humble,1,https://github.com/ros/urdf_tutorial,github.com
ros/urdfdom,humble,1,https://github.com/ros/urdfdom,github.com
ros/xacro,humble,1,https://github.com/ros/xacro,github.com
ros2-gbp/mavlink-gbp-release,humble,1,https://github.com/ros2-gbp/mavlink-gbp-release,github.com
ros2-gbp/ompl-release,humble,1,https://github.com/ros2-gbp/ompl-release,github.com
ros2-gbp/ortools_vendor-release,humble,1,https://github.com/ros2-gbp/ortools_vendor-release,github.com
ros2-gbp/picknik_ament_copyright-release,humble,1,https://github.com/ros2-gbp/picknik_ament_copyright-release,github.com
ros2-gbp/radar_msgs-release,humble,1,https://github.com/ros2-gbp/radar_msgs-release,github.com
ros2-gbp/ros_industrial_cmake_boilerplate-release,humble,1,https://github.com/ros2-gbp/ros_industrial_cmake_boilerplate-release,github.com
ros2-gbp/topic_based_ros2_control-release,humble,1,https://github.com/ros2-gbp/topic_based_ros2_control-release,github.com
ros2-rust/rosidl_rust,humble,1,https://github.com/ros2-rust/rosidl_rust,github.com
ros2/ament_cmake_ros,humble,2,https://github.com/ros2/ament_cmake_ros,github.com
ros2/cartographer,humble,1,https://github.com/ros2/cartographer,github.com
ros2/cartographer_ros,humble,3,https://github.com/ros2/cartographer_ros,github.com
ros2/common_interfaces,humble,13,https://github.com/ros2/common_interfaces,github.com
ros2/console_bridge_vendor,humble,1,https://github.com/ros2/console_bridge_vendor,github.com
ros2/demos,humble,21,https://github.com/ros2/demos,github.com
ros2/domain_bridge,humble,1,https://github.com/ros2/domain_bridge,github.com
ros2/eigen3_cmake_module,humble,1,https://github.com/ros2/eigen3_cmake_module,github.com
ros2/example_interfaces,humble,1,https://github.com/ros2/example_interfaces,github.com
ros2/examples,humble,22,https://github.com/ros2/examples,github.com
ros2/geometry2,humble,15,https://github.com/ros2/geometry2,github.com
ros2/launch,humble,7,https://github.com/ros2/launch,github.com
ros2/launch_ros,humble,4,https://github.com/ros2/launch_ros,github.com
ros2/libyaml_vendor,humble,1,https://github.com/ros2/libyaml_vendor,github.com
ros2/message_filters,humble,1,https://github.com/ros2/message_filters,github.com
ros2/mimick_vendor,humble,1,https://github.com/ros2/mimick_vendor,github.com
ros2/orocos_kdl_vendor,humble,2,https://github.com/ros2/orocos_kdl_vendor,github.com
ros2/performance_test_fixture,humble,1,https://github.com/ros2/performance_test_fixture,github.com
ros2/pybind11_vendor,humble,1,https://github.com/ros2/pybind11_vendor,github.com
ros2/python_cmake_module,humble,1,https://github.com/ros2/python_cmake_module,github.com
ros2/rcl,humble,4,https://github.com/ros2/rcl,github.com
ros2/rcl_interfaces,humble,8,https://github.com/ros2/rcl_interfaces,github.com
ros2/rcl_logging,humble,3,https://github.com/ros2/rcl_logging,github.com
ros2/rclc,humble,4,https://github.com/ros2/rclc,github.com
ros2/rclcpp,humble,4,https://github.com/ros2/rclcpp,github.com
ros2/rclpy,humble,1,https://github.com/ros2/rclpy,github.com
ros2/rcpputils,humble,1,https://github.com/ros2/rcpputils,github.com
ros2/rcutils,humble,1,https://github.com/ros2/rcutils,github.com
ros2/realtime_support,humble,2,https://github.com/ros2/realtime_support,github.com
ros2/rmw,humble,2,https://github.com/ros2/rmw,github.com
ros2/rmw_connextdds,humble,4,https://github.com/ros2/rmw_connextdds,github.com
ros2/rmw_cyclonedds,humble,1,https://github.com/ros2/rmw_cyclonedds,github.com
ros2/rmw_dds_common,humble,1,https://github.com/ros2/rmw_dds_common,github.com
ros2/rmw_fastrtps,humble,3,https://github.com/ros2/rmw_fastrtps,github.com
ros2/rmw_gurumdds,humble,2,https://github.com/ros2/rmw_gurumdds,github.com
ros2/rmw_implementation,humble,2,https://github.com/ros2/rmw_implementation,github.com
ros2/rmw_zenoh,humble,4,https://github.com/ros2/rmw_zenoh,github.com
ros2/ros1_bridge,humble,1,https://github.com/ros2/ros1_bridge,github.com
ros2/ros2_tracing,humble,8,https://github.com/ros2/ros2_tracing,github.com
ros2/ros2cli,humble,15,https://github.com/ros2/ros2cli,github.com
ros2/ros2cli_common_extensions,humble,1,https://github.com/ros2/ros2cli_common_extensions,github.com
ros2/ros_testing,humble,2,https://github.com/ros2/ros_testing,github.com
ros2/ros_workspace,humble,1,https://github.com/ros2/ros_workspace,github.com
ros2/rosbag2,humble,19,https://github.com/ros2/rosbag2,github.com
ros2/rosbag2_bag_v2,humble,2,https://github.com/ros2/rosbag2_bag_v2,github.com
ros2/rosidl,humble,12,https://github.com/ros2/rosidl,github.com
ros2/rosidl_dds,humble,1,https://github.com/ros2/rosidl_dds,github.com
ros2/rosidl_defaults,humble,2,https://github.com/ros2/rosidl_defaults,github.com
ros2/rosidl_python,humble,1,https://github.com/ros2/rosidl_python,github.com
ros2/rosidl_runtime_py,humble,1,https://github.com/ros2/rosidl_runtime_py,github.com
ros2/rosidl_typesupport,humble,2,https://github.com/ros2/rosidl_typesupport,github.com
ros2/rosidl_typesupport_fastrtps,humble,3,https://github.com/ros2/rosidl_typesupport_fastrtps,github.com
ros2/rpyutils,humble,1,https://github.com/ros2/rpyutils,github.com
ros2/rviz,humble,8,https://github.com/ros2/rviz,github.com
ros2/spdlog_vendor,humble,1,https://github.com/ros2/spdlog_vendor,github.com
ros2/sros2,humble,2,https://github.com/ros2/sros2,github.com
ros2/system_tests,humble,6,https://github.com/ros2/system_tests,github.com
ros2/teleop_twist_joy,humble,1,https://github.com/ros2/teleop_twist_joy,github.com
ros2/teleop_twist_keyboard,humble,1,https://github.com/ros2/teleop_twist_keyboard,github.com
ros2/test_interface_files,humble,1,https://github.com/ros2/test_interface_files,github.com
ros2/tinyxml2_vendor,humble,1,https://github.com/ros2/tinyxml2_vendor,github.com
ros2/tinyxml_vendor,humble,1,https://github.com/ros2/tinyxml_vendor,github.com
ros2/tlsf,humble,1,https://github.com/ros2/tlsf,github.com
ros2/unique_identifier_msgs,humble,1,https://github.com/ros2/unique_identifier_msgs,github.com
ros2/urdf,humble,2,https://github.com/ros2/urdf,github.com
ros2/variants,humble,6,https://github.com/ros2/variants,github.com
ros2/yaml_cpp_vendor,humble,1,https://github.com/ros2/yaml_cpp_vendor,github.com
ros4hri/hri_actions_msgs,humble,1,https://github.com/ros4hri/hri_actions_msgs,github.com
ros4hri/hri_face_body_matcher,humble,1,https://github.com/ros4hri/hri_face_body_matcher,github.com
ros4hri/hri_face_detect,humble,1,https://github.com/ros4hri/hri_face_detect,github.com
ros4hri/hri_msgs,humble,1,https://github.com/ros4hri/hri_msgs,github.com
ros4hri/hri_privacy_msgs,humble,1,https://github.com/ros4hri/hri_privacy_msgs,github.com
ros4hri/hri_rviz,humble,1,https://github.com/ros4hri/hri_rviz,github.com
ros4hri/human_description,humble,1,https://github.com/ros4hri/human_description,github.com
ros4hri/libhri,humble,2,https://github.com/ros4hri/libhri,github.com
rst-tu-dortmund/control_box_rst,humble,1,https://github.com/rst-tu-dortmund/control_box_rst,github.com
rt-net/crane_plus,humble,6,https://github.com/rt-net/crane_plus,github.com
rt-net/raspimouse2,humble,2,https://github.com/rt-net/raspimouse2,github.com
rt-net/raspimouse_description,humble,1,https://github.com/rt-net/raspimouse_description,github.com
rt-net/raspimouse_ros2_examples,humble,1,https://github.com/rt-net/raspimouse_ros2_examples,github.com
rt-net/raspimouse_sim,humble,3,https://github.com/rt-net/raspimouse_sim,github.com
rt-net/raspimouse_slam_navigation_ros2,humble,3,https://github.com/rt-net/raspimouse_slam_navigation_ros2,github.com
rt-net/rt_manipulators_cpp,humble,2,https://github.com/rt-net/rt_manipulators_cpp,github.com
rt-net/rt_usb_9axisimu_driver,humble,1,https://github.com/rt-net/rt_usb_9axisimu_driver,github.com
rudislabs/actuator_msgs,humble,1,https://github.com/rudislabs/actuator_msgs,github.com
samsung-ros/ament_download,humble,1,https://github.com/samsung-ros/ament_download,github.com
septentrio-gnss/septentrio_gnss_driver,humble,1,https://github.com/septentrio-gnss/septentrio_gnss_driver,github.com
signetlabdei/rmw_desert,humble,1,https://github.com/signetlabdei/rmw_desert,github.com
snt-arg/lidar_situational_graphs,humble,1,https://github.com/snt-arg/lidar_situational_graphs,github.com
snt-arg/situational_graphs_datasets,humble,1,https://github.com/snt-arg/situational_graphs_datasets,github.com
snt-arg/situational_graphs_msgs,humble,1,https://github.com/snt-arg/situational_graphs_msgs,github.com
snt-arg/situational_graphs_reasoning,humble,1,https://github.com/snt-arg/situational_graphs_reasoning,github.com
snt-arg/situational_graphs_reasoning_msgs,humble,1,https://github.com/snt-arg/situational_graphs_reasoning_msgs,github.com
snt-arg/situational_graphs_wrapper,humble,1,https://github.com/snt-arg/situational_graphs_wrapper,github.com
snt-arg/unitree_ros,humble,1,https://github.com/snt-arg/unitree_ros,github.com
splintered-reality/py_trees,humble,1,https://github.com/splintered-reality/py_trees,github.com
splintered-reality/py_trees_js,humble,1,https://github.com/splintered-reality/py_trees_js,github.com
splintered-reality/py_trees_ros,humble,1,https://github.com/splintered-reality/py_trees_ros,github.com
splintered-reality/py_trees_ros_interfaces,humble,1,https://github.com/splintered-reality/py_trees_ros_interfaces,github.com
splintered-reality/py_trees_ros_tutorials,humble,1,https://github.com/splintered-reality/py_trees_ros_tutorials,github.com
splintered-reality/py_trees_ros_viewer,humble,1,https://github.com/splintered-reality/py_trees_ros_viewer,github.com
stack-of-tasks/eigenpy,humble,1,https://github.com/stack-of-tasks/eigenpy,github.com
stack-of-tasks/eiquadprog,humble,1,https://github.com/stack-of-tasks/eiquadprog,github.com
stack-of-tasks/pinocchio,humble,1,https://github.com/stack-of-tasks/pinocchio,github.com
stack-of-tasks/tsid,humble,1,https://github.com/stack-of-tasks/tsid,github.com
stereolabs/zed-ros2-description,humble,1,https://github.com/stereolabs/zed-ros2-description,github.com
stereolabs/zed-ros2-interfaces,humble,1,https://github.com/stereolabs/zed-ros2-interfaces,github.com
stevenlovegrove/Pangolin,humble,1,https://github.com/stevenlovegrove/Pangolin,github.com
stonier/ecl_core,humble,25,https://github.com/stonier/ecl_core,github.com
stonier/ecl_lite,humble,8,https://github.com/stonier/ecl_lite,github.com
stonier/ecl_tools,humble,3,https://github.com/stonier/ecl_tools,github.com
suchetanrs/roadmap-explorer,humble,3,https://github.com/suchetanrs/roadmap-explorer,github.com
swri-robotics/gps_umd,humble,4,https://github.com/swri-robotics/gps_umd,github.com
swri-robotics/mapviz,humble,5,https://github.com/swri-robotics/mapviz,github.com
swri-robotics/marti_common,humble,11,https://github.com/swri-robotics/marti_common,github.com
swri-robotics/marti_messages,humble,9,https://github.com/swri-robotics/marti_messages,github.com
swri-robotics/novatel_gps_driver,humble,2,https://github.com/swri-robotics/novatel_gps_driver,github.com
swri-robotics/swri_console,humble,1,https://github.com/swri-robotics/swri_console,github.com
synapticon/synapticon_ros2_control,humble,1,https://github.com/synapticon/synapticon_ros2_control,github.com
teamspatzenhirn/rig_reconfigure,humble,1,https://github.com/teamspatzenhirn/rig_reconfigure,github.com
teamspatzenhirn/rviz_2d_overlay_plugins,humble,2,https://github.com/teamspatzenhirn/rviz_2d_overlay_plugins,github.com
tecgihan/tecgihan_driver,humble,1,https://github.com/tecgihan/tecgihan_driver,github.com
tesseract-robotics/boost_plugin_loader,humble,1,https://github.com/tesseract-robotics/boost_plugin_loader,github.com
tier4/agnocast,humble,6,https://github.com/tier4/agnocast,github.com
tier4/callback_isolated_executor,humble,4,https://github.com/tier4/callback_isolated_executor,github.com
tier4/caret_analyze,humble,1,https://github.com/tier4/caret_analyze,github.com
tier4/caret_analyze_cpp_impl,humble,1,https://github.com/tier4/caret_analyze_cpp_impl,github.com
tier4/caret_trace,humble,2,https://github.com/tier4/caret_trace,github.com
tier4/cudnn_cmake_module,humble,1,https://github.com/tier4/cudnn_cmake_module,github.com
tier4/digestible,humble,1,https://github.com/tier4/digestible,github.com
tier4/hash_library_vendor,humble,1,https://github.com/tier4/hash_library_vendor,github.com
tier4/heaphook,humble,1,https://github.com/tier4/heaphook,github.com
tier4/nebula,humble,26,https://github.com/tier4/nebula,github.com
tier4/osqp_vendor,humble,1,https://github.com/tier4/osqp_vendor,github.com
tier4/ros2caret,humble,1,https://github.com/tier4/ros2caret,github.com
tier4/sync_tooling_msgs,humble,1,https://github.com/tier4/sync_tooling_msgs,github.com
tier4/tensorrt_cmake_module,humble,1,https://github.com/tier4/tensorrt_cmake_module,github.com
tilk/rtcm_msgs,humble,1,https://github.com/tilk/rtcm_msgs,github.com
turtlebot/turtlebot4,humble,4,https://github.com/turtlebot/turtlebot4,github.com
turtlebot/turtlebot4_desktop,humble,2,https://github.com/turtlebot/turtlebot4_desktop,github.com
turtlebot/turtlebot4_robot,humble,5,https://github.com/turtlebot/turtlebot4_robot,github.com
turtlebot/turtlebot4_setup,humble,1,https://github.com/turtlebot/turtlebot4_setup,github.com
turtlebot/turtlebot4_simulator,humble,4,https://github.com/turtlebot/turtlebot4_simulator,github.com
turtlebot/turtlebot4_tutorials,humble,4,https://github.com/turtlebot/turtlebot4_tutorials,github.com
tuw-robotics/marker_msgs,humble,1,https://github.com/tuw-robotics/marker_msgs,github.com
tuw-robotics/tuw_geometry,humble,1,https://github.com/tuw-robotics/tuw_geometry,github.com
tuw-robotics/tuw_msgs,humble,10,https://github.com/tuw-robotics/tuw_msgs,github.com
ubuntu-robotics/ament_nodl,humble,1,https://github.com/ubuntu-robotics/ament_nodl,github.com
ubuntu-robotics/nodl,humble,2,https://github.com/ubuntu-robotics/nodl,github.com
uleroboticsgroup/yasmin,humble,7,https://github.com/uleroboticsgroup/yasmin,github.com
umdlife/psdk_ros2,humble,2,https://github.com/umdlife/psdk_ros2,github.com
unisa-acg/inverse-dynamics-solver,humble,4,https://github.com/unisa-acg/inverse-dynamics-solver,github.com
uos/lvr2,humble,1,https://github.com/uos/lvr2,github.com
vooon/ntpd_driver,humble,1,https://github.com/vooon/ntpd_driver,github.com
vtalpaert/ardrone-ros2,humble,2,https://github.com/vtalpaert/ardrone-ros2,github.com
vtalpaert/ros2-phone-sensors,humble,2,https://github.com/vtalpaert/ros2-phone-sensors,github.com
wep21/aws_sdk_cpp_vendor,humble,1,https://github.com/wep21/aws_sdk_cpp_vendor,github.com
wep21/bag2_to_image,humble,1,https://github.com/wep21/bag2_to_image,github.com
wep21/tinyspline_vendor,humble,1,https://github.com/wep21/tinyspline_vendor,github.com
wep21/turbojpeg_compressed_image_transport,humble,1,https://github.com/wep21/turbojpeg_compressed_image_transport,github.com
wg-perception/object_recognition_msgs,humble,1,https://github.com/wg-perception/object_recognition_msgs,github.com
whill-labs/ros2_whill,humble,5,https://github.com/whill-labs/ros2_whill,github.com
whill-labs/ros2_whill_interfaces,humble,1,https://github.com/whill-labs/ros2_whill_interfaces,github.com
yaswhar/yashar_turtle_chase,humble,1,https://github.com/yaswhar/yashar_turtle_chase,github.com
yukkysaito/multiple_topic_monitor,humble,1,https://github.com/yukkysaito/multiple_topic_monitor,github.com
zengxiaolei/homing_local_planner,humble,1,https://github.com/zengxiaolei/homing_local_planner,github.com
4am-robotics/cob_common,jazzy,4,https://github.com/4am-robotics/cob_common,github.com
ADVRHumanoids/nicla_vision_ros2,jazzy,1,https://github.com/ADVRHumanoids/nicla_vision_ros2,github.com
ANYbotics/grid_map,jazzy,15,https://github.com/ANYbotics/grid_map,github.com
AndrejOrsula/pymoveit2,jazzy,1,https://github.com/AndrejOrsula/pymoveit2,github.com
AprilRobotics/apriltag,jazzy,1,https://github.com/AprilRobotics/apriltag,github.com
AutoAPMS/auto-apms,jazzy,7,https://github.com/AutoAPMS/auto-apms,github.com
Autoware-AI/qpoases_vendor,jazzy,1,https://github.com/Autoware-AI/qpoases_vendor,github.com
Beam-and-Spyrosoft/rtest,jazzy,3,https://github.com/Beam-and-Spyrosoft/rtest,github.com
BehaviorTree/BehaviorTree.CPP,jazzy,1,https://github.com/BehaviorTree/BehaviorTree.CPP,github.com
BruceChanJianLe/laser_scan_merger,jazzy,1,https://github.com/BruceChanJianLe/laser_scan_merger,github.com
CCNYRoboticsLab/imu_tools,jazzy,4,https://github.com/CCNYRoboticsLab/imu_tools,github.com
DFKI-NI/mir_robot,jazzy,1,https://github.com/DFKI-NI/mir_robot,github.com
DFKI-NI/rospy_message_converter,jazzy,2,https://github.com/DFKI-NI/rospy_message_converter,github.com
DLu/simple_actions,jazzy,1,https://github.com/DLu/simple_actions,github.com
DLu/tf_transformations,jazzy,1,https://github.com/DLu/tf_transformations,github.com
EasyNavigation/EasyNavigation,jazzy,12,https://github.com/EasyNavigation/EasyNavigation,github.com
EasyNavigation/NavMap,jazzy,5,https://github.com/EasyNavigation/NavMap,github.com
Ekumen-OS/beluga,jazzy,9,https://github.com/Ekumen-OS/beluga,github.com
Fields2Cover/fields2cover,jazzy,1,https://github.com/Fields2Cover/fields2cover,github.com
ForteFibre/FluentRviz,jazzy,1,https://github.com/ForteFibre/FluentRviz,github.com
ForteFibre/parameter_expression,jazzy,1,https://github.com/ForteFibre/parameter_expression,github.com
FraunhoferIOSB/camera_aravis2,jazzy,2,https://github.com/FraunhoferIOSB/camera_aravis2,github.com
FraunhoferIOSB/multisensor_calibration,jazzy,3,https://github.com/FraunhoferIOSB/multisensor_calibration,github.com
Geson-anko/numpy_ndarray_msgs,jazzy,1,https://github.com/Geson-anko/numpy_ndarray_msgs,github.com
HebiRobotics/hebi_cpp_api_ros,jazzy,1,https://github.com/HebiRobotics/hebi_cpp_api_ros,github.com
HebiRobotics/hebi_msgs,jazzy,1,https://github.com/HebiRobotics/hebi_msgs,github.com
IMRCLab/crazyswarm2,jazzy,5,https://github.com/IMRCLab/crazyswarm2,github.com
IMRCLab/motion_capture_tracking,jazzy,2,https://github.com/IMRCLab/motion_capture_tracking,github.com
IntelRealSense/librealsense,jazzy,1,https://github.com/IntelRealSense/librealsense,github.com
IntelRealSense/realsense-ros,jazzy,5,https://github.com/IntelRealSense/realsense-ros,github.com
JafarAbdi/feetech_ros2_driver,jazzy,1,https://github.com/JafarAbdi/feetech_ros2_driver,github.com
JafarAbdi/jacro,jazzy,1,https://github.com/JafarAbdi/jacro,github.com
Jannkar/turtle_nest,jazzy,1,https://github.com/Jannkar/turtle_nest,github.com
KIT-MRT/mrt_cmake_modules,jazzy,1,https://github.com/KIT-MRT/mrt_cmake_modules,github.com
Kinovarobotics/ros2_kortex,jazzy,7,https://github.com/Kinovarobotics/ros2_kortex,github.com
KumarRobotics/ublox,jazzy,4,https://github.com/KumarRobotics/ublox,github.com
LOEWE-emergenCITY/ros2_babel_fish,jazzy,2,https://github.com/LOEWE-emergenCITY/ros2_babel_fish,github.com
LORD-MicroStrain/microstrain_inertial,jazzy,5,https://github.com/LORD-MicroStrain/microstrain_inertial,github.com
LORD-MicroStrain/ntrip_client,jazzy,1,https://github.com/LORD-MicroStrain/ntrip_client,github.com
LeoRover/leo_common-ros2,jazzy,4,https://github.com/LeoRover/leo_common-ros2,github.com
LeoRover/leo_desktop-ros2,jazzy,2,https://github.com/LeoRover/leo_desktop-ros2,github.com
LeoRover/leo_examples-ros2,jazzy,4,https://github.com/LeoRover/leo_examples-ros2,github.com
LeoRover/leo_robot-ros2,jazzy,4,https://github.com/LeoRover/leo_robot-ros2,github.com
LeoRover/leo_simulator-ros2,jazzy,4,https://github.com/LeoRover/leo_simulator-ros2,github.com
MOCAP4ROS2-Project/mocap4r2_msgs,jazzy,1,https://github.com/MOCAP4ROS2-Project/mocap4r2_msgs,github.com
MOLAorg/mola,jazzy,22,https://github.com/MOLAorg/mola,github.com
MOLAorg/mola_common,jazzy,1,https://github.com/MOLAorg/mola_common,github.com
MOLAorg/mola_gnss_to_markers,jazzy,1,https://github.com/MOLAorg/mola_gnss_to_markers,github.com
MOLAorg/mola_imu_preintegration,jazzy,1,https://github.com/MOLAorg/mola_imu_preintegration,github.com
MOLAorg/mola_lidar_odometry,jazzy,1,https://github.com/MOLAorg/mola_lidar_odometry,github.com
