full_name,repo_url_normalized,host,distros,n_distros,n_packages_total,resolved_via_breakdown
ros/geometry_tutorials,https://github.com/ros/geometry_tutorials,github.com,humble|jazzy|kilted,3,3,rosdistro_release_packages:9
ignitionrobotics/ign-rviz,https://github.com/ignitionrobotics/ign-rviz,github.com,humble|jazzy|kilted,3,3,rosdistro_release_packages:9
ros-perception/imu_pipeline,https://github.com/ros-perception/imu_pipeline,github.com,humble|jazzy|kilted,3,3,rosdistro_release_packages:9
ros-controls/kinematics_interface,https://github.com/ros-controls/kinematics_interface,github.com,humble|jazzy|kilted,3,3,rosdistro_release_packages:8
Chroma-CITI/namoros,https://github.com/Chroma-CITI/namoros,github.com,humble,1,3,index_html_checkout_uri:2;rosdistro_repo_key_name_match:1
orbbec/OrbbecSDK_ROS2,https://github.com/orbbec/OrbbecSDK_ROS2,github.com,humble|jazzy,2,3,rosdistro_release_packages:6
pal-robotics/pal_hey5,https://github.com/pal-robotics/pal_hey5,github.com,humble,1,3,rosdistro_release_packages:3
pal-robotics/pal_navigation_cfg_public,https://github.com/pal-robotics/pal_navigation_cfg_public,github.com,humble,1,3,rosdistro_release_packages:3
pal-robotics/pal_robotiq_gripper,https://github.com/pal-robotics/pal_robotiq_gripper,github.com,humble,1,3,rosdistro_release_packages:3
ros-perception/perception_pcl,https://github.com/ros-perception/perception_pcl,github.com,humble|jazzy|kilted,3,3,rosdistro_release_packages:9
pal-robotics/play_motion2,https://github.com/pal-robotics/play_motion2,github.com,humble|jazzy|kilted,3,3,rosdistro_release_packages:9
pal-robotics/play_motion_builder,https://github.com/pal-robotics/play_motion_builder,github.com,humble|jazzy|kilted,3,3,rosdistro_release_packages:9
rt-net/raspimouse_sim,https://github.com/rt-net/raspimouse_sim,github.com,humble|jazzy,2,3,rosdistro_release_packages:6
ros2/rcl_logging,https://github.com/ros2/rcl_logging,github.com,humble|jazzy|kilted,3,3,rosdistro_release_packages:9
ros2/rmw,https://github.com/ros2/rmw,github.com,humble|jazzy|kilted,3,3,rosdistro_release_packages:7
ros2/rmw_fastrtps,https://github.com/ros2/rmw_fastrtps,github.com,humble|jazzy|kilted,3,3,rosdistro_release_packages:9
suchetanrs/roadmap-explorer,https://github.com/suchetanrs/roadmap-explorer,github.com,humble|jazzy|kilted,3,3,index_html_checkout_uri:4;rosdistro_release_packages:3;rosdistro_repo_key_name_match:2
ros-tracing/tracetools_analysis,https://github.com/ros-tracing/tracetools_analysis,github.com,humble|jazzy|kilted,3,3,rosdistro_release_packages:6;index_html_checkout_uri:1
ros2/rosidl_typesupport,https://github.com/ros2/rosidl_typesupport,github.com,humble|jazzy|kilted,3,3,rosdistro_release_packages:6;index_html_checkout_uri:2
SICKAG/sick_safevisionary_ros2,https://github.com/SICKAG/sick_safevisionary_ros2,github.com,humble|jazzy|kilted,3,3,rosdistro_release_packages:9
MetroRobots/social_nav_ros,https://github.com/MetroRobots/social_nav_ros,github.com,humble,1,3,rosdistro_release_packages:2;index_html_checkout_uri:1
bdaiinstitute/synchros2,https://github.com/bdaiinstitute/synchros2,github.com,humble|jazzy,2,3,index_html_checkout_uri:4;rosdistro_release_packages:2
cyan-at/ros2_eventdispatch,https://github.com/cyan-at/ros2_eventdispatch,github.com,jazzy,1,3,rosdistro_release_packages:3
tu-darmstadt-ros-pkg/hector_rviz_overlay,https://github.com/tu-darmstadt-ros-pkg/hector_rviz_overlay,github.com,jazzy,1,3,index_html_checkout_uri:2;rosdistro_repo_key_name_match:1
ros-controls/mujoco_ros2_control,https://github.com/ros-controls/mujoco_ros2_control,github.com,jazzy|kilted,2,3,index_html_checkout_uri:4;rosdistro_repo_key_name_match:2
FraunhoferIOSB/multisensor_calibration,https://github.com/FraunhoferIOSB/multisensor_calibration,github.com,jazzy|kilted,2,3,rosdistro_release_packages:6
ros-navigation/nav2_minimal_turtlebot_simulation,https://github.com/ros-navigation/nav2_minimal_turtlebot_simulation,github.com,jazzy|kilted,2,3,rosdistro_release_packages:6
chrisib/open_sound_control_ros,https://github.com/chrisib/open_sound_control_ros,github.com,jazzy,1,3,rosdistro_release_packages:3
Beam-and-Spyrosoft/rtest,https://github.com/Beam-and-Spyrosoft/rtest,github.com,jazzy|kilted,2,3,index_html_checkout_uri:4;rosdistro_repo_key_name_match:2
trimble-oss/trimble_driver_ros,https://github.com/trimble-oss/trimble_driver_ros,github.com,jazzy,1,3,index_html_checkout_uri:2;rosdistro_repo_key_name_match:1
ioskn/lidar_mirror_fov_reshaper,https://github.com/ioskn/lidar_mirror_fov_reshaper,github.com,kilted,1,3,index_html_checkout_uri:3
botsandus/ament_black,https://github.com/botsandus/ament_black,github.com,humble|jazzy|kilted,3,2,rosdistro_release_packages:6
ament/ament_index,https://github.com/ament/ament_index,github.com,humble|jazzy|kilted,3,2,rosdistro_release_packages:6
vtalpaert/ardrone-ros2,https://github.com/vtalpaert/ardrone-ros2,github.com,humble|jazzy|kilted,3,2,rosdistro_release_packages:4;index_html_checkout_uri:2
namo-robotics/aruco_markers,https://github.com/namo-robotics/aruco_markers,github.com,humble|jazzy|kilted,3,2,rosdistro_release_packages:4;rosdistro_repo_key_name_match:1;index_html_checkout_uri:1
fictionlab/ros_aruco_opencv,https://github.com/fictionlab/ros_aruco_opencv,github.com,humble|jazzy|kilted,3,2,rosdistro_release_packages:6
autowarefoundation/autoware_adapi_msgs,https://github.com/autowarefoundation/autoware_adapi_msgs,github.com,humble|jazzy|kilted,3,2,rosdistro_release_packages:6
autowarefoundation/autoware_cmake,https://github.com/autowarefoundation/autoware_cmake,github.com,humble|jazzy|kilted,3,2,rosdistro_release_packages:6
autowarefoundation/autoware_lanelet2_extension,https://github.com/autowarefoundation/autoware_lanelet2_extension,github.com,humble|jazzy|kilted,3,2,rosdistro_release_packages:6
astuff/avt_vimba_camera,https://github.com/astuff/avt_vimba_camera,github.com,humble|jazzy|kilted,3,2,rosdistro_release_packages:3;index_html_checkout_uri:3
Boeing/gazebo_model_attachment_plugin,https://github.com/Boeing/gazebo_model_attachment_plugin,github.com,humble,1,2,index_html_checkout_uri:2
ros-tooling/rosbag2_broll,https://github.com/ros-tooling/rosbag2_broll,github.com,humble|jazzy|kilted,3,2,rosdistro_release_packages:6
FraunhoferIOSB/camera_aravis2,https://github.com/FraunhoferIOSB/camera_aravis2,github.com,humble|jazzy,2,2,rosdistro_release_packages:4
tier4/caret_trace,https://github.com/tier4/caret_trace,github.com,humble,1,2,rosdistro_release_packages:1;rosdistro_repo_key_name_match:1
clearpathrobotics/clearpath_msgs,https://github.com/clearpathrobotics/clearpath_msgs,github.com,humble|jazzy,2,2,rosdistro_release_packages:4
facontidavide/cloudini,https://github.com/facontidavide/cloudini,github.com,humble,1,2,rosdistro_release_packages:2
PickNikRobotics/data_tamer,https://github.com/PickNikRobotics/data_tamer,github.com,humble|jazzy|kilted,3,2,rosdistro_release_packages:6
dynamixel-community/dynamixel_hardware,https://github.com/dynamixel-community/dynamixel_hardware,github.com,humble|jazzy|kilted,3,2,rosdistro_release_packages:2;rosdistro_repo_key_name_match:1;index_html_checkout_uri:1
ROBOTIS-GIT/dynamixel-workbench,https://github.com/ROBOTIS-GIT/dynamixel-workbench,github.com,humble|jazzy|kilted,3,2,rosdistro_release_packages:6
eurogroep/fadecandy_ros,https://github.com/eurogroep/fadecandy_ros,github.com,humble|jazzy,2,2,rosdistro_release_packages:4
eProsima/Fast-DDS,https://github.com/eProsima/Fast-DDS,github.com,humble|jazzy|kilted,3,2,rosdistro_release_packages:3
boschresearch/fmi_adapter,https://github.com/boschresearch/fmi_adapter,github.com,humble|jazzy|kilted,3,2,rosdistro_release_packages:6
BerkeleyAutomation/FogROS2,https://github.com/BerkeleyAutomation/FogROS2,github.com,humble,1,2,rosdistro_release_packages:2
foxglove/foxglove-sdk,https://github.com/foxglove/foxglove-sdk,github.com,humble|jazzy|kilted,3,2,rosdistro_release_packages:6
ros-simulation/gazebo_ros2_control,https://github.com/ros-simulation/gazebo_ros2_control,github.com,humble,1,2,rosdistro_release_packages:2
ament/googletest,https://github.com/ament/googletest,github.com,humble|jazzy|kilted,3,2,rosdistro_release_packages:6
NVIDIA-ISAAC-ROS/greenwave_monitor,https://github.com/NVIDIA-ISAAC-ROS/greenwave_monitor,github.com,humble|jazzy|kilted,3,2,rosdistro_repo_key_name_match:3;index_html_checkout_uri:3
ethz-asl/grid_map_geo,https://github.com/ethz-asl/grid_map_geo,github.com,humble,1,2,rosdistro_repo_key_name_match:1;index_html_checkout_uri:1
ros2/rmw_gurumdds,https://github.com/ros2/rmw_gurumdds,github.com,humble|jazzy|kilted,3,2,rosdistro_release_packages:6
ros4hri/libhri,https://github.com/ros4hri/libhri,github.com,humble,1,2,rosdistro_release_packages:2
ros/joint_state_publisher,https://github.com/ros/joint_state_publisher,github.com,humble|jazzy|kilted,3,2,rosdistro_release_packages:6
automatika-robotics/kompass,https://github.com/automatika-robotics/kompass,github.com,humble|jazzy|kilted,3,2,rosdistro_release_packages:6
kroshu/kuka-external-control-sdk,https://github.com/kroshu/kuka-external-control-sdk,github.com,humble,1,2,rosdistro_release_packages:2
LeoRover/leo_desktop-ros2,https://github.com/LeoRover/leo_desktop-ros2,github.com,humble|jazzy|kilted,3,2,rosdistro_release_packages:6
ros/resource_retriever,https://github.com/ros/resource_retriever,github.com,humble|jazzy|kilted,3,2,rosdistro_release_packages:6
apl-ocean-engineering/marine_msgs,https://github.com/apl-ocean-engineering/marine_msgs,github.com,humble|jazzy|kilted,3,2,rosdistro_release_packages:6
IMRCLab/motion_capture_tracking,https://github.com/IMRCLab/motion_capture_tracking,github.com,humble|jazzy|kilted,3,2,rosdistro_release_packages:6
ika-rwth-aachen/mqtt_client,https://github.com/ika-rwth-aachen/mqtt_client,github.com,humble|jazzy|kilted,3,2,rosdistro_release_packages:6
MRPT/mrpt_ros_bridge,https://github.com/MRPT/mrpt_ros_bridge,github.com,humble|jazzy|kilted,3,2,rosdistro_release_packages:6
ijnek/nao_interfaces,https://github.com/ijnek/nao_interfaces,github.com,humble|jazzy|kilted,3,2,rosdistro_release_packages:6
ubuntu-robotics/nodl,https://github.com/ubuntu-robotics/nodl,github.com,humble|jazzy|kilted,3,2,rosdistro_release_packages:6
swri-robotics/novatel_gps_driver,https://github.com/swri-robotics/novatel_gps_driver,github.com,humble|jazzy|kilted,3,2,rosdistro_release_packages:6
novatel/novatel_oem7_driver,https://github.com/novatel/novatel_oem7_driver,github.com,humble|jazzy,2,2,rosdistro_release_packages:4
OctoMap/octomap_mapping,https://github.com/OctoMap/octomap_mapping,github.com,humble|jazzy|kilted,3,2,rosdistro_release_packages:6
pal-robotics/omni_base_simulation,https://github.com/pal-robotics/omni_base_simulation,github.com,humble,1,2,rosdistro_release_packages:2
SteveMacenski/spatio_temporal_voxel_layer,https://github.com/SteveMacenski/spatio_temporal_voxel_layer,github.com,humble|jazzy,2,2,rosdistro_release_packages:4
ros2/orocos_kdl_vendor,https://github.com/ros2/orocos_kdl_vendor,github.com,humble|jazzy|kilted,3,2,rosdistro_release_packages:6
osrf/osrf_testing_tools_cpp,https://github.com/osrf/osrf_testing_tools_cpp,github.com,humble|jazzy|kilted,3,2,rosdistro_release_packages:3;index_html_checkout_uri:3
SteveMacenski/ros2_ouster_drivers,https://github.com/SteveMacenski/ros2_ouster_drivers,github.com,humble,1,2,rosdistro_release_packages:2
ouster-lidar/ouster-ros,https://github.com/ouster-lidar/ouster-ros,github.com,humble|jazzy|kilted,3,2,rosdistro_release_packages:6
OUXT-Polaris/ouxt_common,https://github.com/OUXT-Polaris/ouxt_common,github.com,humble|jazzy|kilted,3,2,rosdistro_release_packages:6
pal-robotics/pal_sea_arm_simulation,https://github.com/pal-robotics/pal_sea_arm_simulation,github.com,humble,1,2,rosdistro_release_packages:2
pal-robotics/pal_statistics,https://github.com/pal-robotics/pal_statistics,github.com,humble|jazzy|kilted,3,2,rosdistro_release_packages:6
vtalpaert/ros2-phone-sensors,https://github.com/vtalpaert/ros2-phone-sensors,github.com,humble|jazzy|kilted,3,2,rosdistro_repo_key_name_match:3;index_html_checkout_uri:3
PickNikRobotics/picknik_controllers,https://github.com/PickNikRobotics/picknik_controllers,github.com,humble|jazzy|kilted,3,2,rosdistro_release_packages:6
ros/pluginlib,https://github.com/ros/pluginlib,github.com,humble|jazzy|kilted,3,2,rosdistro_release_packages:6
pal-robotics/pmb2_simulation,https://github.com/pal-robotics/pmb2_simulation,github.com,humble,1,2,rosdistro_release_packages:2
ros-perception/point_cloud_transport,https://github.com/ros-perception/point_cloud_transport,github.com,humble|jazzy|kilted,3,2,rosdistro_release_packages:6
bdaiinstitute/proto2ros,https://github.com/bdaiinstitute/proto2ros,github.com,humble|jazzy,2,2,rosdistro_release_packages:2;index_html_checkout_uri:2
umdlife/psdk_ros2,https://github.com/umdlife/psdk_ros2,github.com,humble,1,2,rosdistro_release_packages:2
rt-net/raspimouse2,https://github.com/rt-net/raspimouse2,github.com,humble|jazzy|kilted,3,2,rosdistro_release_packages:6
roboception/rc_reason_clients_ros2,https://github.com/roboception/rc_reason_clients_ros2,github.com,humble|jazzy|kilted,3,2,rosdistro_release_packages:6
DFKI-NI/rospy_message_converter,https://github.com/DFKI-NI/rospy_message_converter,github.com,humble|jazzy|kilted,3,2,rosdistro_release_packages:6
open-rmf/rmf_task,https://github.com/open-rmf/rmf_task,github.com,humble|jazzy|kilted,3,2,rosdistro_release_packages:6
open-rmf/rmf_traffic,https://github.com/open-rmf/rmf_traffic,github.com,humble|jazzy|kilted,3,2,rosdistro_release_packages:6
ros2/rmw_implementation,https://github.com/ros2/rmw_implementation,github.com,humble|jazzy|kilted,3,2,rosdistro_release_packages:3;index_html_checkout_uri:3
mikeferguson/robot_calibration,https://github.com/mikeferguson/robot_calibration,github.com,humble|jazzy|kilted,3,2,rosdistro_release_packages:6
ros2/rosbag2_bag_v2,https://github.com/ros2/rosbag2_bag_v2,github.com,humble,1,2,rosdistro_release_packages:2
autowarefoundation/ros2_socketcan,https://github.com/autowarefoundation/ros2_socketcan,github.com,humble|jazzy|kilted,3,2,rosdistro_release_packages:6
osrf/ros2launch_security,https://github.com/osrf/ros2launch_security,github.com,humble|jazzy|kilted,3,2,rosdistro_release_packages:6
ros2/ros_testing,https://github.com/ros2/ros_testing,github.com,humble|jazzy|kilted,3,2,rosdistro_release_packages:6
LOEWE-emergenCITY/ros2_babel_fish,https://github.com/LOEWE-emergenCITY/ros2_babel_fish,github.com,humble|jazzy|kilted,3,2,rosdistro_release_packages:6
ros2/rosidl_defaults,https://github.com/ros2/rosidl_defaults,github.com,humble|jazzy|kilted,3,2,rosdistro_release_packages:6
ros-visualization/rqt_bag,https://github.com/ros-visualization/rqt_bag,github.com,humble|jazzy|kilted,3,2,rosdistro_release_packages:6
ros-sports/rqt_image_overlay,https://github.com/ros-sports/rqt_image_overlay,github.com,humble|jazzy|kilted,3,2,rosdistro_release_packages:6
rt-net/rt_manipulators_cpp,https://github.com/rt-net/rt_manipulators_cpp,github.com,humble|jazzy|kilted,3,2,rosdistro_release_packages:6
ros2/realtime_support,https://github.com/ros2/realtime_support,github.com,humble|jazzy|kilted,3,2,rosdistro_release_packages:6
teamspatzenhirn/rviz_2d_overlay_plugins,https://github.com/teamspatzenhirn/rviz_2d_overlay_plugins,github.com,humble|jazzy|kilted,3,2,rosdistro_release_packages:6
ros2/sros2,https://github.com/ros2/sros2,github.com,humble|jazzy|kilted,3,2,rosdistro_release_packages:6
open-rmf/stubborn_buddies,https://github.com/open-rmf/stubborn_buddies,github.com,humble,1,2,rosdistro_release_packages:2
PickNikRobotics/cpp_polyfills,https://github.com/PickNikRobotics/cpp_polyfills,github.com,humble|jazzy|kilted,3,2,rosdistro_release_packages:6
RobotWebTools/tf2_web_republisher,https://github.com/RobotWebTools/tf2_web_republisher,github.com,humble|jazzy|kilted,3,2,rosdistro_release_packages:6
pal-robotics/tiago_simulation,https://github.com/pal-robotics/tiago_simulation,github.com,humble,1,2,rosdistro_release_packages:2
pal-robotics/tiago_pro_simulation,https://github.com/pal-robotics/tiago_pro_simulation,github.com,humble,1,2,rosdistro_release_packages:2
pal-robotics/tiago_pro_head_simulation,https://github.com/pal-robotics/tiago_pro_head_simulation,github.com,humble,1,2,rosdistro_release_packages:2
ros-tooling/topic_tools,https://github.com/ros-tooling/topic_tools,github.com,humble|jazzy|kilted,3,2,rosdistro_release_packages:6
ROBOTIS-GIT/turtlebot3_machine_learning,https://github.com/ROBOTIS-GIT/turtlebot3_machine_learning,github.com,humble|jazzy,2,2,index_html_checkout_uri:2;rosdistro_repo_key_name_match:2
turtlebot/turtlebot4_desktop,https://github.com/turtlebot/turtlebot4_desktop,github.com,humble|jazzy,2,2,rosdistro_release_packages:4
ros/ros_tutorials,https://github.com/ros/ros_tutorials,github.com,humble|jazzy|kilted,3,2,rosdistro_release_packages:4
ros2/urdf,https://github.com/ros2/urdf,github.com,humble|jazzy|kilted,3,2,rosdistro_release_packages:6
ros-perception/vision_msgs,https://github.com/ros-perception/vision_msgs,github.com,humble|jazzy|kilted,3,2,rosdistro_release_packages:6
clearpathrobotics/wireless,https://github.com/clearpathrobotics/wireless,github.com,humble|jazzy,2,2,rosdistro_release_packages:4
ros-drivers/zbar_ros,https://github.com/ros-drivers/zbar_ros,github.com,humble|jazzy|kilted,3,2,rosdistro_release_packages:5
ipa320/ros_battery_monitoring,https://github.com/ipa320/ros_battery_monitoring,github.com,jazzy|kilted,2,2,rosdistro_release_packages:4
b-robotized/beckhoff_ads_driver-release,https://github.com/b-robotized/beckhoff_ads_driver-release,github.com,jazzy|kilted,2,2,rosdistro_release_packages:4
clearpathrobotics/canopen_inventus,https://github.com/clearpathrobotics/canopen_inventus,github.com,jazzy,1,2,rosdistro_release_packages:2
ros-controls/topic_based_hardware_interfaces,https://github.com/ros-controls/topic_based_hardware_interfaces,github.com,jazzy|kilted,2,2,rosdistro_release_packages:4
analogdevicesinc/depth-obstacle-detect-ros,https://github.com/analogdevicesinc/depth-obstacle-detect-ros,github.com,jazzy,1,2,rosdistro_release_packages:2
ros2-gbp/gazebo_ros_pkgs-release,https://github.com/ros2-gbp/gazebo_ros_pkgs-release,github.com,jazzy,1,2,rosdistro_release_packages:1;rosdistro_repo_key_name_match:1
RaphRover/raph_robot,https://github.com/RaphRover/raph_robot,github.com,jazzy,1,2,rosdistro_release_packages:2
RaphRover/raph_desktop,https://github.com/RaphRover/raph_desktop,github.com,jazzy,1,2,rosdistro_repo_key_name_match:1;index_html_checkout_uri:1
jlack1987/rdl-release,https://github.com/jlack1987/rdl-release,github.com,jazzy,1,2,rosdistro_release_packages:2
ros2/rosidl_core,https://github.com/ros2/rosidl_core,github.com,jazzy|kilted,2,2,rosdistro_release_packages:4
ros/sdformat_urdf,https://github.com/ros/sdformat_urdf,github.com,jazzy|kilted,2,2,rosdistro_release_packages:4
SteveMacenski/spatio_temporal_voxel_layer-release,https://github.com/SteveMacenski/spatio_temporal_voxel_layer-release,github.com,kilted,1,2,rosdistro_release_packages:2
TechMagicKK/aandd_ekew_driver_py,https://github.com/TechMagicKK/aandd_ekew_driver_py,github.com,humble,1,1,rosdistro_release_packages:1
ros-drivers/ackermann_msgs,https://github.com/ros-drivers/ackermann_msgs,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
rudislabs/actuator_msgs,https://github.com/rudislabs/actuator_msgs,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros-acceleration/adaptive_component,https://github.com/ros-acceleration/adaptive_component,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
analogdevicesinc/adi_3dtof_adtf31xx,https://github.com/analogdevicesinc/adi_3dtof_adtf31xx,github.com,humble,1,1,rosdistro_repo_key_name_match:1
analogdevicesinc/adi_3dtof_image_stitching,https://github.com/analogdevicesinc/adi_3dtof_image_stitching,github.com,humble,1,1,rosdistro_release_packages:1
analogdevicesinc/iio_ros2,https://github.com/analogdevicesinc/iio_ros2,github.com,humble|jazzy|kilted,3,1,rosdistro_repo_key_name_match:2;rosdistro_release_packages:1
analogdevicesinc/imu_ros2,https://github.com/analogdevicesinc/imu_ros2,github.com,humble|jazzy,2,1,rosdistro_release_packages:1;rosdistro_repo_key_name_match:1
analogdevicesinc/tmcl_ros2,https://github.com/analogdevicesinc/tmcl_ros2,github.com,humble,1,1,rosdistro_release_packages:1
PickNikRobotics/affordance_primitives,https://github.com/PickNikRobotics/affordance_primitives,github.com,humble,1,1,rosdistro_release_packages:1
robosoft-ai/ai_prompt_msgs,https://github.com/robosoft-ai/ai_prompt_msgs,github.com,humble|jazzy,2,1,rosdistro_repo_key_name_match:2
ros-acceleration/ament_acceleration,https://github.com/ros-acceleration/ament_acceleration,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
open-rmf/ament_cmake_catch2,https://github.com/open-rmf/ament_cmake_catch2,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
samsung-ros/ament_download,https://github.com/samsung-ros/ament_download,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ubuntu-robotics/ament_nodl,https://github.com/ubuntu-robotics/ament_nodl,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ament/ament_package,https://github.com/ament/ament_package,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros-acceleration/ament_vitis,https://github.com/ros-acceleration/ament_vitis,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
Ekumen-OS/andino_gz,https://github.com/Ekumen-OS/andino_gz,github.com,humble,1,1,rosdistro_release_packages:1
ros/angles,https://github.com/ros/angles,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
AprilRobotics/apriltag,https://github.com/AprilRobotics/apriltag,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros-misc-utilities/apriltag_mit,https://github.com/ros-misc-utilities/apriltag_mit,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
christianrauch/apriltag_msgs,https://github.com/christianrauch/apriltag_msgs,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
christianrauch/apriltag_ros,https://github.com/christianrauch/apriltag_ros,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
aerostack2/as2_platform_crazyflie,https://github.com/aerostack2/as2_platform_crazyflie,github.com,humble,1,1,rosdistro_release_packages:1
aerostack2/as2_platform_dji_osdk,https://github.com/aerostack2/as2_platform_dji_osdk,github.com,humble,1,1,rosdistro_release_packages:1
aerostack2/as2_platform_dji_psdk,https://github.com/aerostack2/as2_platform_dji_psdk,github.com,humble,1,1,rosdistro_release_packages:1
aerostack2/as2_platform_mavlink,https://github.com/aerostack2/as2_platform_mavlink,github.com,humble,1,1,rosdistro_release_packages:1
aerostack2/as2_platform_pixhawk,https://github.com/aerostack2/as2_platform_pixhawk,github.com,humble,1,1,rosdistro_repo_key_name_match:1
aerostack2/as2_platform_tello,https://github.com/aerostack2/as2_platform_tello,github.com,humble,1,1,rosdistro_release_packages:1
fkie/async_web_server_cpp,https://github.com/fkie/async_web_server_cpp,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ma-shangao/at_sonde_ros_driver,https://github.com/ma-shangao/at_sonde_ros_driver,github.com,humble|jazzy,2,1,rosdistro_release_packages:2
automatika-robotics/ros-agents,https://github.com/automatika-robotics/ros-agents,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
automatika-robotics/ros-sugar,https://github.com/automatika-robotics/ros-sugar,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
aws-robotics/aws-robomaker-small-warehouse-world,https://github.com/aws-robotics/aws-robomaker-small-warehouse-world,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
wep21/aws_sdk_cpp_vendor,https://github.com/wep21/aws_sdk_cpp_vendor,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
pal-robotics/backward_ros,https://github.com/pal-robotics/backward_ros,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
wep21/bag2_to_image,https://github.com/wep21/bag2_to_image,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
blackcoffeerobotics/bcr_bot,https://github.com/blackcoffeerobotics/bcr_bot,github.com,humble|jazzy,2,1,rosdistro_release_packages:2
BehaviorTree/BehaviorTree.CPP,https://github.com/BehaviorTree/BehaviorTree.CPP,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
dfki-ric/better_launch,https://github.com/dfki-ric/better_launch,github.com,humble|jazzy|kilted,3,1,rosdistro_repo_key_name_match:3
flynneva/bno055,https://github.com/flynneva/bno055,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
bnbhat/bno08x_ros2_driver,https://github.com/bnbhat/bno08x_ros2_driver,github.com,humble,1,1,rosdistro_repo_key_name_match:1
bob-ros2/bob_llm,https://github.com/bob-ros2/bob_llm,github.com,humble,1,1,rosdistro_repo_key_name_match:1
OUXT-Polaris/boost_geometry_util,https://github.com/OUXT-Polaris/boost_geometry_util,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
tesseract-robotics/boost_plugin_loader,https://github.com/tesseract-robotics/boost_plugin_loader,github.com,humble|jazzy|kilted,3,1,rosdistro_repo_key_name_match:2;rosdistro_release_packages:1
christianrauch/camera_ros,https://github.com/christianrauch/camera_ros,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros-industrial/ros_canopen,https://github.com/ros-industrial/ros_canopen,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
robotic-esp/canboat_vendor,https://github.com/robotic-esp/canboat_vendor,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:2;rosdistro_repo_key_name_match:1
tier4/caret_analyze,https://github.com/tier4/caret_analyze,github.com,humble,1,1,rosdistro_release_packages:1
tier4/caret_analyze_cpp_impl,https://github.com/tier4/caret_analyze_cpp_impl,github.com,humble,1,1,rosdistro_release_packages:1
ros2/cartographer,https://github.com/ros2/cartographer,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ngmor/catch_ros2,https://github.com/ngmor/catch_ros2,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros/class_loader,https://github.com/ros/class_loader,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
MetroRobots/classic_bags,https://github.com/MetroRobots/classic_bags,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
clearpathrobotics/clearpath_config,https://github.com/clearpathrobotics/clearpath_config,github.com,humble|jazzy,2,1,rosdistro_release_packages:2
clearpath-gbp/clearpath_mecanum_drive_controller-release,https://github.com/clearpath-gbp/clearpath_mecanum_drive_controller-release,github.com,humble,1,1,rosdistro_release_packages:1
clearpathrobotics/clearpath_nav2_demos,https://github.com/clearpathrobotics/clearpath_nav2_demos,github.com,humble|jazzy,2,1,rosdistro_release_packages:2
clearpathrobotics/clearpath_ros2_socketcan_interface,https://github.com/clearpathrobotics/clearpath_ros2_socketcan_interface,github.com,humble|jazzy,2,1,rosdistro_release_packages:2
carologistics/clips_vendor,https://github.com/carologistics/clips_vendor,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:2;rosdistro_repo_key_name_match:1
coal-library/coal,https://github.com/coal-library/coal,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ROBOTIS-GIT/coin_d4_driver,https://github.com/ROBOTIS-GIT/coin_d4_driver,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
MetroRobots/color_util,https://github.com/MetroRobots/color_util,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros2/console_bridge_vendor,https://github.com/ros2/console_bridge_vendor,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
